date,total_value,cash,n_positions,gross_value
2022-08-22,1148628.0830025119,-2621.464829537578,10,1151249.5478320494
2022-08-23,1158470.4980355913,-2621.464829537578,10,1161091.9628651289
2022-08-24,1158728.7500577085,-2621.464829537578,10,1161350.214887246
2022-08-25,1154584.161689251,-2621.464829537578,10,1157205.6265187885
2022-08-26,1162715.8261910023,-2621.464829537578,10,1165337.2910205398
2022-08-29,1154760.7850203123,-2621.464829537578,10,1157382.2498498498
2022-08-30,1172124.7161887814,-2621.464829537578,10,1174746.181018319
2022-09-01,1166795.4844191046,-3041.7425915665867,10,1169837.2270106713
2022-09-02,1160443.0623209036,-3041.7425915665867,10,1163484.8049124703
2022-09-05,1169080.6588030073,-3041.7425915665867,10,1172122.401394574
2022-09-06,1169883.1277013475,-3041.7425915665867,10,1172924.870292914
2022-09-07,1171970.7625099183,-3041.7425915665867,10,1175012.505101485
2022-09-08,1176205.4565346495,-3041.7425915665867,10,1179247.1991262161
2022-09-09,1177252.5041640971,-3041.7425915665867,10,1180294.2467556638
2022-09-12,1186573.9019578132,-3041.7425915665867,10,1189615.6445493798
2022-09-13,1196934.19734495,-3041.7425915665867,10,1199975.9399365166
2022-09-14,1201001.8409460436,-3041.7425915665867,10,1204043.5835376102
2022-09-15,1191880.1298617325,-3041.7425915665867,10,1194921.8724532991
2022-09-16,1167957.8502697197,-3041.7425915665867,10,1170999.5928612864
2022-09-19,1174193.2997663857,-3041.7425915665867,10,1177235.0423579523
2022-09-20,1191998.6237102556,-3041.7425915665867,10,1195040.3663018222
2022-09-21,1179123.1292868888,-3041.7425915665867,10,1182164.8718784554
2022-09-22,1169049.7173888455,-3041.7425915665867,10,1172091.4599804122
2022-09-23,1138151.6677178466,-3041.7425915665867,10,1141193.4103094132
2022-09-26,1111525.3193876497,-3041.7425915665867,10,1114567.0619792163
2022-09-27,1114004.69277306,-3041.7425915665867,10,1117046.4353646266
2022-09-28,1106703.165789945,-3041.7425915665867,10,1109744.9083815117
2022-09-29,1112337.9919098802,-2211.3022354986006,10,1114549.2941453787
2022-09-30,1133274.9214925198,-2211.3022354986006,10,1135486.2237280183
2022-10-03,1120650.1957853423,-2211.3022354986006,10,1122861.4980208408
2022-10-04,1139809.8171931715,-2211.3022354986006,10,1142021.11942867
2022-10-06,1155282.4134335883,-2211.3022354986006,10,1157493.715669087
2022-10-07,1149713.7387168328,-2211.3022354986006,10,1151925.0409523314
2022-10-10,1142777.6236214894,-2211.3022354986006,10,1144988.925856988
2022-10-11,1118806.477937412,-2211.3022354986006,10,1121017.7801729105
2022-10-12,1134623.7983472208,-2211.3022354986006,10,1136835.1005827193
2022-10-13,1125665.3586348188,-2211.3022354986006,10,1127876.6608703174
2022-10-14,1121202.7888304198,-2211.3022354986006,10,1123414.0910659183
2022-10-17,1118726.2776458473,-2211.3022354986006,10,1120937.5798813459
2022-10-18,1133778.2030580759,-2211.3022354986006,10,1135989.5052935744
2022-10-19,1133844.5483665864,-2211.3022354986006,10,1136055.850602085
2022-10-20,1141136.973693498,-2211.3022354986006,10,1143348.2759289965
2022-10-21,1139344.1650105773,-2211.3022354986006,10,1141555.4672460759
2022-10-24,1149415.6513105445,-2211.3022354986006,10,1151626.953546043
2022-10-25,1149517.5547247687,-2211.3022354986006,10,1151728.8569602673
2022-10-27,1167384.4880592953,-2211.3022354986006,10,1169595.790294794
2022-10-28,1167182.2346819888,-2211.3022354986006,10,1169393.5369174874
2022-10-31,1178633.9820713904,-2678.2899464985585,10,1181312.272017889
2022-11-01,1198519.1827637556,-2678.2899464985585,10,1201197.4727102541
2022-11-02,1193842.993842695,-2678.2899464985585,10,1196521.2837891935
2022-11-03,1194628.5729922631,-2678.2899464985585,10,1197306.8629387617
2022-11-04,1209515.1278325745,-2678.2899464985585,10,1212193.4177790731
2022-11-07,1218258.0639578076,-2678.2899464985585,10,1220936.3539043062
2022-11-09,1212940.9736215065,-2678.2899464985585,10,1215619.263568005
2022-11-10,1204128.086921032,-2678.2899464985585,10,1206806.3768675306
2022-11-11,1212864.3667548453,-2678.2899464985585,10,1215542.6567013438
2022-11-14,1211804.547778235,-2678.2899464985585,10,1214482.8377247336
2022-11-15,1216583.7709462445,-2678.2899464985585,10,1219262.060892743
2022-11-16,1205205.0582284066,-2678.2899464985585,10,1207883.3481749052
2022-11-17,1197660.6466026613,-2678.2899464985585,10,1200338.93654916
2022-11-18,1189385.6922228704,-2678.2899464985585,10,1192063.982169369
2022-11-21,1176984.974915382,-2678.2899464985585,10,1179663.2648618806
2022-11-22,1181567.729122572,-2678.2899464985585,10,1184246.0190690707
2022-11-23,1178259.3977339682,-2678.2899464985585,10,1180937.6876804668
2022-11-24,1190177.097138041,-2678.2899464985585,10,1192855.3870845395
2022-11-25,1189962.6660539866,-2678.2899464985585,10,1192640.9560004852
2022-11-28,1194198.210344847,-2678.2899464985585,10,1196876.5002913456
2022-11-29,1200474.0698588246,-2367.9242351832977,10,1202841.9940940079
2022-11-30,1211522.2159626824,-2367.9242351832977,10,1213890.1401978657
2022-12-01,1212267.281752138,-2367.9242351832977,10,1214635.2059873212
2022-12-02,1206859.5121959182,-2367.9242351832977,10,1209227.4364311015
2022-12-05,1219797.7697198002,-2367.9242351832977,10,1222165.6939549835
2022-12-06,1211845.193668882,-2367.9242351832977,10,1214213.1179040652
2022-12-07,1206482.8387735337,-2367.9242351832977,10,1208850.763008717
2022-12-08,1208121.2006810245,-2367.9242351832977,10,1210489.1249162077
2022-12-09,1201889.277467997,-2367.9242351832977,10,1204257.2017031803
2022-12-12,1197701.3808395215,-2367.9242351832977,10,1200069.3050747048
2022-12-13,1198800.6439236905,-2367.9242351832977,10,1201168.5681588738
2022-12-14,1209229.5128316719,-2367.9242351832977,10,1211597.4370668551
2022-12-15,1191236.789086508,-2367.9242351832977,10,1193604.7133216914
2022-12-16,1180641.8522595884,-2367.9242351832977,10,1183009.7764947717
2022-12-19,1193598.9024094467,-2367.9242351832977,10,1195966.82664463
2022-12-20,1189377.1777390577,-2367.9242351832977,10,1191745.101974241
2022-12-21,1177790.6252734512,-2367.9242351832977,10,1180158.5495086345
2022-12-22,1167216.211001976,-2367.9242351832977,10,1169584.1352371592
2022-12-23,1141969.9284271337,-2367.9242351832977,10,1144337.852662317
2022-12-26,1160718.4069902585,-2367.9242351832977,10,1163086.3312254418
2022-12-27,1174475.4581714568,-2678.9796862908447,10,1177154.4378577478
2022-12-28,1172855.223750789,-2678.9796862908447,10,1175534.20343708
2022-12-29,1177978.3649954526,-2678.9796862908447,10,1180657.3446817435
2022-12-30,1173801.5452365617,-2678.9796862908447,10,1176480.5249228526
2023-01-02,1180663.5283591114,-2678.9796862908447,10,1183342.5080454024
2023-01-03,1181405.5140072156,-2678.9796862908447,10,1184084.4936935066
