date,total_value
2026-01-22,1597053.4919956943
2026-01-23,1581818.5899599874
2026-01-27,1589822.833827452
2026-01-28,1600390.9370587142
2026-01-29,1605199.823032404
2026-01-30,1598995.3499753752
2026-02-02,1584328.7966166479
2026-02-03,1624691.049828071
2026-02-04,1627750.610869989
2026-02-05,1619339.0997865116
2026-02-06,1622553.3286324516
2026-02-09,1633516.2417845062
2026-02-10,1637800.9346424923
2026-02-11,1638981.7875577274
2026-02-12,1629720.8369476963
2026-02-13,1608496.196023064
2026-02-16,1621861.8870779488
2026-02-17,1624555.2529762143
2026-02-18,1630488.13232953
2026-02-19,1607438.4359853517
2026-02-20,1614820.6784686998
2026-02-23,1623772.1701311308
2026-02-24,1605562.934687141
2026-02-25,1609216.1290151495
2026-02-26,1610103.4337855906
2026-02-27,1590028.0708496948
2026-03-02,1570265.2503503151
2026-03-04,1545939.9763114047
2026-03-05,1563962.9690248738
2026-03-06,1544042.2738929999
2026-03-09,1517367.8746583955
2026-03-10,1532116.448822286
2026-03-11,1507188.0443514246
2026-03-12,1492808.8721596596
2026-03-13,1461988.5370682853
2026-03-16,1478262.3281895393
2026-03-17,1489146.1806857903
2026-03-18,1501564.6239457089
2026-03-19,1452582.4158000932
2026-03-20,1459677.277116479
2026-03-23,1421670.5627576949
2026-03-24,1446914.716493545
2026-03-25,1471798.8420635744
2026-03-27,1441054.3607995315
2026-03-30,1410224.6519018526
2026-04-01,1432200.8007450695
