date,total_value
2026-01-20,2060044.2947082587
2026-01-21,2053536.126620485
2026-01-22,2072833.4429375655
2026-01-23,2049233.2516344525
2026-01-27,2066165.3967282907
2026-01-28,2082379.7266892737
2026-01-29,2085816.896365732
2026-01-30,2080406.06889272
2026-02-02,2060022.4544991364
2026-02-03,2108772.2841685903
2026-02-04,2113862.992276437
2026-02-05,2107980.47453037
2026-02-06,2108912.6290341113
2026-02-09,2127969.67637567
2026-02-10,2132964.2688821983
2026-02-11,2138148.3221767177
2026-02-12,2127361.456803398
2026-02-13,2099834.896603002
2026-02-16,2115213.769452608
2026-02-17,2122881.428141673
2026-02-18,2131242.0136621953
2026-02-19,2100803.680961586
2026-02-20,2112543.686921141
2026-02-23,2123389.6298986753
2026-02-24,2105597.8105323315
2026-02-25,2121176.8872511876
2026-02-26,2124600.9007632993
2026-02-27,2097778.7241811557
2026-03-02,2074812.0586516343
2026-03-04,2034864.6863795607
2026-03-05,2060255.056825388
2026-03-06,2041386.2650037748
2026-03-09,2004106.8960429628
2026-03-10,2027887.7934930737
2026-03-11,1998897.6813471694
2026-03-12,1981984.7321318467
2026-03-13,1940297.301943977
2026-03-16,1952224.0441235746
2026-03-17,1961828.4060975087
2026-03-18,1978898.8570713215
2026-03-19,1918253.1401874512
2026-03-20,1933393.5372453395
2026-03-23,1876841.7859347097
2026-03-24,1906910.05556837
2026-03-25,1941863.3948398337
2026-03-27,1911159.0821255916
2026-03-30,1872893.618436106
2026-04-01,1899186.1341343273
