date,total_value
2025-07-07,1985937.1655683909
2025-07-08,1986993.2449072886
2025-07-09,1983074.350091182
2025-07-10,1974832.74676798
2025-07-11,1959985.601764297
2025-07-14,1956722.004727767
2025-07-15,1968363.5574928615
2025-07-16,1969851.596523658
2025-07-17,1965266.2450457239
2025-07-18,1956350.2945788677
2025-07-21,1959401.4327256244
2025-07-22,1952155.2379170295
2025-07-23,1961326.1165233373
2025-07-24,1947368.1206782607
2025-07-25,1927238.0969771657
2025-07-28,1916554.2193971218
2025-07-29,1925504.6869594534
2025-07-30,1928241.9802501672
2025-07-31,1920300.455259435
2025-08-01,1900095.7591502299
2025-08-04,1921542.1552563934
2025-08-05,1921254.3347609653
2025-08-06,1910854.7630986855
2025-08-07,1913660.9904597274
2025-08-08,1898949.7316356816
2025-08-11,1914497.983271148
2025-08-12,1913106.1658115145
2025-08-13,1927370.487413744
2025-08-14,1924254.473583364
2025-08-18,1953956.4125919477
2025-08-19,1961494.0217304695
2025-08-20,1969759.212692387
2025-08-21,1970217.4705669228
2025-08-22,1953673.1225360006
2025-08-25,1962608.0704332723
2025-08-26,1943661.0587623136
2025-08-28,1931024.3635491687
2025-08-29,1929561.067192428
2025-09-01,1952108.2340824285
2025-09-02,1954340.9705103266
2025-09-03,1965675.7947777358
2025-09-04,1965069.5229710615
2025-09-05,1965146.9764950117
2025-09-08,1964078.5297120817
2025-09-09,1975714.8130895982
2025-09-10,1988696.9702358793
2025-09-11,1991133.8447143778
2025-09-12,1998842.1458181187
2025-09-15,1992119.6114823432
2025-09-16,2005179.8705440417
2025-09-17,2012602.176432128
2025-09-18,2018069.0008267302
2025-09-19,2016802.1662859195
2025-09-22,2007826.0888184686
2025-09-23,2005993.1450026678
2025-09-24,1999128.888493599
2025-09-25,1985328.1523840493
2025-09-26,1961130.487732844
2025-09-29,1962736.1090057269
2025-09-30,1966168.700377436
2025-10-01,1980955.7131751697
2025-10-03,1987728.1490919665
2025-10-06,1998942.417459991
2025-10-07,1997365.8102976256
2025-10-08,1990577.5403634761
2025-10-09,2004431.9931994507
2025-10-10,2012906.1828927898
2025-10-13,2009817.5333829855
2025-10-14,2000595.0960811747
2025-10-15,2018064.302636129
2025-10-16,2037685.9291857176
2025-10-17,2043522.5853450599
2025-10-20,2055721.1053684896
2025-10-21,2058243.5913615513
2025-10-23,2061284.9447225847
2025-10-24,2052819.3780835709
2025-10-27,2066163.1519069695
2025-10-28,2064611.2777366212
2025-10-29,2076317.2206802599
2025-10-30,2066182.351433419
2025-10-31,2056286.7419390278
2025-11-03,2061136.8218551676
2025-11-04,2046999.5275098735
2025-11-06,2037198.7537581297
2025-11-07,2042857.2228879828
2025-11-10,2045247.2542641358
2025-11-11,2054280.801409622
2025-11-12,2072803.1423496823
2025-11-13,2071565.4842687305
2025-11-14,2072203.1729762512
2025-11-17,2082723.521010018
2025-11-18,2071464.947562874
2025-11-19,2081755.781873181
2025-11-20,2089412.24063081
2025-11-21,2080232.9157997845
2025-11-24,2070593.5594586576
2025-11-25,2067798.7689180812
2025-11-26,2093399.0726130952
2025-11-27,2089822.6011297978
2025-11-28,2089074.5774166954
2025-12-01,2089798.6004231956
2025-12-02,2086099.4527557984
2025-12-03,2075252.9992027914
2025-12-04,2085808.0441214496
2025-12-05,2098818.226167833
2025-12-08,2074325.8234634108
2025-12-09,2065264.723016246
2025-12-10,2061866.741554316
2025-12-11,2073131.8884350867
2025-12-12,2087302.3353871892
2025-12-15,2086887.8898035178
2025-12-16,2073771.7641153892
2025-12-17,2071699.6257270977
2025-12-18,2069331.6184897404
2025-12-19,2082225.2994636404
2025-12-22,2098638.1256206804
2025-12-23,2101034.407823829
2025-12-24,2098162.9611363006
2025-12-26,2091441.0480087376
2025-12-29,2084709.4795376402
2025-12-30,2087358.128318177
2025-12-31,2108293.9977277596
2026-01-01,2114101.116583205
2026-01-02,2129316.187739218
2026-01-05,2131932.605044482
2026-01-06,2135953.208773155
2026-01-07,2134111.954597154
2026-01-08,2105266.5690804366
2026-01-09,2090728.2303170841
2026-01-12,2104381.145703908
2026-01-13,2100380.3509843545
2026-01-14,2099105.339658447
2026-01-15,2099105.339658447
2026-01-16,2103107.1174370674
2026-01-19,2101010.329607105
